id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup
45990,15679610,Lettiere,554,Spain,Female,24.0,4,115074.02,1,0.0,1.0,187984.59,0,2
45993,15589435,Ch'ien,835,Spain,Female,33.0,3,152264.81,1,1.0,1.0,132973.22,0,3
46003,15690898,Ch'en,663,Spain,Female,45.0,0,76968.61,1,0.0,1.0,131408.58,1,4
46006,15755239,Chikezie,584,Spain,Female,29.0,4,0.0,1,1.0,1.0,191849.15,0,2
46007,15777784,Hargreaves,586,Spain,Female,43.0,8,130499.09,1,1.0,0.0,103514.22,1,4
46009,15605965,Milne,634,Spain,Female,39.0,4,0.0,2,1.0,1.0,91829.22,0,3
46014,15694510,Ifeanyichukwu,785,Spain,Male,24.0,3,129855.72,1,1.0,0.0,181918.26,1,2
46017,15800784,Onyekachi,597,Spain,Male,48.0,4,0.0,1,1.0,1.0,95583.45,1,4
46019,15627801,Trevisano,656,Spain,Female,31.0,7,0.0,2,1.0,1.0,142377.69,0,3
46021,15675380,Walker,592,Spain,Female,36.0,6,129901.06,1,1.0,0.0,174434.72,0,3
46022,15584555,Hsiung,607,Spain,Female,33.0,9,0.0,1,1.0,0.0,115286.71,1,3
46035,15723659,Mays,657,Spain,Female,56.0,4,0.0,1,0.0,0.0,51670.82,1,5
46036,15642826,Onyemere,582,Spain,Female,36.0,2,0.0,2,1.0,1.0,131702.42,0,3
46037,15719606,Rivers,628,Spain,Male,25.0,5,0.0,2,1.0,0.0,85890.16,0,2
46047,15631681,Jibunoh,807,Spain,Female,43.0,0,0.0,2,1.0,1.0,85523.24,1,4
46054,15590476,Hsu,850,Spain,Female,39.0,4,128140.17,1,0.0,1.0,5985.36,0,3
46060,15742292,Shih,554,Spain,Female,34.0,2,0.0,2,1.0,0.0,149458.81,0,3
46061,15713267,Hsiung,508,Spain,Female,33.0,2,0.0,2,1.0,0.0,105721.02,0,3
46065,15724641,Tuan,710,Spain,Male,25.0,4,0.0,2,0.0,1.0,179446.65,0,2
46067,15753895,Hsia,596,Spain,Male,41.0,9,115462.09,2,1.0,1.0,167023.69,0,4
46070,15654495,Eluemuno,652,Spain,Male,61.0,0,133040.38,1,0.0,0.0,53715.44,1,6
46076,15664504,Ting,703,Spain,Male,36.0,4,0.0,2,1.0,0.0,142331.55,0,3
46087,15790596,Moran,850,Spain,Male,39.0,0,0.0,1,1.0,1.0,49594.19,0,3
46092,15720338,Mazzanti,633,Spain,Male,35.0,2,0.0,2,0.0,1.0,128918.42,0,3
46095,15668521,Fanucci,699,Spain,Male,37.0,1,0.0,3,1.0,1.0,82867.55,1,3
46098,15609913,H?,607,Spain,Female,30.0,2,0.0,2,0.0,1.0,4696.48,0,3
46100,15780212,Hsing,697,Spain,Male,36.0,8,0.0,2,1.0,1.0,15068.21,0,3
46118,15713644,Marshall,663,Spain,Male,22.0,5,0.0,2,1.0,0.0,158974.45,0,2
46120,15685829,T'ang,593,Spain,Female,40.0,3,150900.29,1,1.0,0.0,142963.24,0,4
46124,15607230,Hsia,701,Spain,Female,29.0,2,0.0,2,1.0,1.0,61290.99,0,2
46125,15579548,Kelly,741,Spain,Male,25.0,4,118623.14,1,1.0,0.0,73873.65,0,2
46131,15682268,Zito,715,Spain,Female,27.0,2,0.0,2,1.0,0.0,155850.4,0,2
46134,15707918,Ponomarev,805,Spain,Male,36.0,9,0.0,2,1.0,1.0,152963.99,0,3
46138,15657829,Whitehead,715,Spain,Female,44.0,4,96951.1,2,1.0,0.0,49594.02,0,4
46145,15753332,McDonald,729,Spain,Male,38.0,8,81273.13,1,1.0,0.0,18719.67,1,3
46146,15566543,Shao,567,Spain,Male,44.0,1,0.0,1,1.0,1.0,94488.82,0,4
46154,15614847,Chukwualuka,639,Spain,Male,36.0,2,93817.69,1,0.0,1.0,52861.88,0,3
46157,15691723,Chukwudi,686,Spain,Female,40.0,9,99685.06,2,1.0,0.0,114474.98,0,4
46161,15691817,Ponomaryov,567,Spain,Female,43.0,4,0.0,2,1.0,1.0,101274.17,0,4
46164,15658675,Nnonso,581,Spain,Male,54.0,2,0.0,1,0.0,0.0,106832.5,1,5
46165,15608226,McMorran,590,Spain,Male,36.0,5,0.0,2,1.0,0.0,81251.24,0,3
46172,15714610,Obiuto,794,Spain,Female,48.0,3,144855.34,1,0.0,0.0,175643.44,1,4
46177,15596972,Nweke,708,Spain,Female,38.0,7,0.0,2,1.0,1.0,162087.82,0,3
46178,15567991,Obiuto,794,Spain,Female,31.0,0,0.0,2,0.0,1.0,175643.44,0,3
46184,15768124,Young,547,Spain,Female,44.0,3,0.0,2,0.0,1.0,5459.07,0,4
46187,15709183,Nkemjika,802,Spain,Female,26.0,4,0.0,2,1.0,0.0,17095.49,0,2
46191,15692221,Kao,667,Spain,Male,32.0,7,102562.88,1,1.0,1.0,162454.64,0,3
46192,15700300,Smith,525,Spain,Female,30.0,8,0.0,2,1.0,1.0,169964.12,0,3
46193,15774098,Hodge,659,Spain,Male,38.0,4,0.0,2,0.0,1.0,93360.35,0,3
46194,15626141,Nwabugwu,652,Spain,Female,37.0,8,84560.04,2,1.0,1.0,156871.95,0,3
46195,15782404,McGregor,619,Spain,Female,36.0,9,0.0,1,0.0,1.0,177747.06,1,3
46196,15596021,K?,699,Spain,Male,45.0,9,0.0,2,1.0,0.0,148487.9,0,4
46201,15690933,Whitehead,648,Spain,Male,39.0,7,0.0,2,1.0,1.0,181297.57,0,3
46204,15656912,Aitken,649,Spain,Male,51.0,4,144326.09,1,1.0,1.0,150390.57,0,5
46209,15732903,Fontenot,673,Spain,Male,34.0,2,0.0,2,1.0,0.0,109545.56,0,3
46212,15726234,Marshall,683,Spain,Male,38.0,9,114609.55,2,0.0,1.0,2578.43,0,3
46214,15689201,Chukwufumnanya,812,Spain,Male,26.0,2,169023.33,1,1.0,0.0,171733.67,0,2
46215,15641840,Trevisano,607,Spain,Male,32.0,5,0.0,2,0.0,0.0,158054.9,0,3
46218,15705281,Burt,800,Spain,Male,55.0,9,0.0,1,1.0,0.0,78744.39,1,5
46224,15633274,Smith,579,Spain,Male,19.0,7,0.0,2,1.0,0.0,86981.35,0,1
46236,15777045,Walker,632,Spain,Male,32.0,4,0.0,2,0.0,0.0,132760.0,0,3
46243,15632510,Ponomaryov,714,Spain,Female,47.0,7,173340.2,1,1.0,0.0,133871.97,1,4
46252,15737104,Hargreaves,689,Spain,Male,32.0,6,125536.13,1,1.0,1.0,149536.11,0,3
46255,15717010,Scott,624,Spain,Female,37.0,4,0.0,2,1.0,0.0,90108.34,0,3
46265,15700174,McKay,733,Spain,Female,30.0,6,0.0,2,1.0,0.0,83343.73,0,3
46268,15783039,Chinonyelum,710,Spain,Male,39.0,6,70417.84,2,1.0,0.0,55313.51,0,3
46275,15662263,Yobachukwu,708,Spain,Female,37.0,9,0.0,2,1.0,0.0,125962.02,0,3
46288,15604544,Tung,559,Spain,Male,41.0,3,72948.58,1,1.0,1.0,119327.75,0,4
46293,15610753,Balsillie,596,Spain,Male,44.0,2,122568.05,2,1.0,0.0,64350.8,0,4
46296,15689886,Holden,746,Spain,Male,37.0,7,168066.87,2,1.0,0.0,35450.53,0,3
46297,15766205,Burt,685,Spain,Female,50.0,8,0.0,2,1.0,0.0,100101.06,0,5
46306,15690169,Achebe,634,Spain,Male,38.0,1,0.0,2,0.0,0.0,136768.39,0,3
46312,15688958,Y?an,577,Spain,Male,24.0,4,0.0,1,1.0,0.0,187680.19,0,2
46313,15668958,Iweobiegbunam,633,Spain,Male,33.0,5,0.0,2,0.0,0.0,167984.64,0,3
46317,15781127,Hsieh,723,Spain,Male,29.0,8,0.0,2,1.0,1.0,76794.84,0,2
46319,15615207,Toscani,549,Spain,Male,57.0,4,0.0,1,0.0,1.0,133683.0,1,5
46324,15573284,Olisanugo,613,Spain,Female,32.0,9,0.0,2,0.0,0.0,11514.39,0,3
46327,15782212,Yermakov,675,Spain,Female,34.0,1,127815.56,1,1.0,1.0,182495.71,0,3
46337,15594812,Zito,607,Spain,Female,40.0,5,137776.15,1,1.0,0.0,153773.15,0,4
46339,15673439,Sun,597,Spain,Female,50.0,5,142644.64,1,1.0,1.0,142208.5,1,5
46344,15709487,Ch'en,633,Spain,Female,50.0,7,154872.08,1,1.0,0.0,131097.9,1,5
46346,15573871,Onyemere,724,Spain,Male,43.0,5,0.0,1,1.0,0.0,62390.36,0,4
46351,15597987,Fyodorova,724,Spain,Male,35.0,1,98899.91,1,1.0,1.0,151336.96,0,3
46355,15720706,Hsing,570,Spain,Female,39.0,2,82766.43,1,0.0,1.0,122925.44,1,3
46357,15679801,Hsueh,850,Spain,Female,37.0,5,163097.55,2,1.0,1.0,23702.42,0,3
46369,15609521,Chieloka,751,Spain,Female,34.0,8,127095.14,2,0.0,0.0,46774.94,0,3
46388,15672330,Pisani,717,Spain,Female,35.0,3,0.0,2,1.0,1.0,152983.99,0,3
46391,15691871,Olisaemeka,632,Spain,Male,28.0,8,0.0,2,0.0,0.0,152790.92,0,2
46398,15588930,Yefimova,703,Spain,Male,39.0,7,131694.59,1,0.0,0.0,118570.79,0,3
46399,15593694,Manna,719,Spain,Male,40.0,9,115101.5,1,1.0,1.0,79812.77,0,4
46406,15789546,Ojiofor,637,Spain,Male,36.0,8,0.0,2,1.0,1.0,126561.07,0,3
46409,15662098,Nwankwo,642,Spain,Female,29.0,9,0.0,2,1.0,1.0,164017.89,0,2
46411,15762455,Yeh,688,Spain,Female,29.0,6,0.0,2,1.0,1.0,166682.57,0,2
46418,15762745,Macvitie,648,Spain,Male,32.0,8,0.0,1,0.0,0.0,133653.38,1,3
46421,15734850,Sagese,554,Spain,Female,57.0,9,0.0,3,1.0,0.0,167984.69,1,5
46433,15611157,McElhone,709,Spain,Female,32.0,5,87814.89,1,1.0,0.0,138578.37,0,3
46441,15681476,Calabresi,586,Spain,Male,36.0,7,0.0,2,1.0,0.0,59103.13,0,3
46443,15806941,Ch'ang,556,Spain,Male,32.0,7,92887.13,1,1.0,1.0,80553.87,0,3
46451,15607381,Baresi,582,Spain,Male,47.0,7,0.0,2,0.0,1.0,101495.0,0,4
46464,15686822,Biryukov,721,Spain,Female,39.0,0,0.0,1,1.0,1.0,88827.64,1,3
46465,15803946,Hs?,622,Spain,Female,35.0,5,0.0,2,1.0,1.0,123870.19,0,3
46469,15810711,Ch'eng,644,Spain,Male,40.0,1,121286.54,1,1.0,1.0,1713.8,0,4
46473,15690177,Ugochukwu,571,Spain,Female,27.0,8,0.0,2,1.0,1.0,101834.76,0,2
46484,15744691,Rios,629,Spain,Female,33.0,9,0.0,2,0.0,0.0,143545.27,0,3
46487,15591724,Rossi,705,Spain,Male,53.0,3,0.0,1,0.0,0.0,129576.99,0,5
46488,15753983,Hsiung,714,Spain,Female,28.0,0,0.0,2,1.0,0.0,61811.2,0,2
46490,15607275,Ch'ang,850,Spain,Male,28.0,9,206014.94,2,0.0,1.0,42774.84,0,2
46491,15597968,Fyans,617,Spain,Male,26.0,2,0.0,2,1.0,0.0,184839.7,0,2
46501,15603088,Hsing,743,Spain,Female,43.0,3,156864.2,1,1.0,0.0,82782.08,0,4
46510,15680303,Gibson,687,Spain,Male,57.0,6,0.0,2,1.0,1.0,19376.56,0,5
46511,15611325,Wood,710,Spain,Male,31.0,9,57929.81,2,1.0,0.0,53134.3,1,3
46515,15642636,Chibuzo,603,Spain,Male,46.0,0,0.0,1,0.0,1.0,36692.17,1,4
46516,15571065,Kenechukwu,578,Spain,Male,47.0,1,0.0,2,1.0,1.0,108008.05,0,4
46522,15617348,Clements,681,Spain,Male,42.0,9,0.0,2,0.0,1.0,140937.91,0,4
46525,15773890,Genovese,718,Spain,Male,43.0,5,153316.14,2,1.0,0.0,24210.56,0,4
46526,15648030,He,850,Spain,Male,33.0,6,206014.94,2,1.0,1.0,42774.84,0,3
46529,15781530,Hsieh,690,Spain,Male,30.0,8,146502.07,1,1.0,0.0,155782.89,0,3
46533,15779915,Ting,682,Spain,Male,33.0,9,106870.12,1,1.0,0.0,162643.15,0,3
46538,15780056,Ndukaku,464,Spain,Male,34.0,1,0.0,1,1.0,1.0,74850.84,0,3
46556,15661330,Chukwufumnanya,724,Spain,Female,40.0,3,146345.52,1,0.0,1.0,182916.6,0,4
46561,15578515,Hs?eh,593,Spain,Male,36.0,2,0.0,2,1.0,1.0,155844.48,0,3
46562,15590828,Lo,551,Spain,Male,29.0,2,127095.14,1,1.0,0.0,156917.12,0,2
46564,15777854,Cattaneo,481,Spain,Male,29.0,3,0.0,2,1.0,0.0,122221.61,0,2
46574,15805627,Ch'iu,847,Spain,Female,60.0,2,0.0,1,0.0,0.0,126588.69,1,6
46580,15691703,Nnachetam,611,Spain,Female,42.0,3,0.0,2,1.0,0.0,67611.15,1,4
46581,15757434,Feng,563,Spain,Male,57.0,7,0.0,2,1.0,1.0,39297.48,0,5
46588,15630641,Ndubuagha,695,Spain,Male,41.0,10,0.0,1,1.0,1.0,61602.42,0,4
46604,15743192,Chia,535,Spain,Female,37.0,6,0.0,2,1.0,1.0,468.94,0,3
46605,15773731,Martin,635,Spain,Female,60.0,1,0.0,2,0.0,0.0,172718.35,1,6
46613,15682348,Lu,731,Spain,Male,32.0,2,0.0,2,0.0,0.0,56784.51,0,3
46621,15732963,Cremonesi,731,Spain,Male,29.0,7,0.0,2,1.0,0.0,151581.79,0,2
46623,15742828,Brown,850,Spain,Female,38.0,1,0.0,1,1.0,1.0,117834.92,0,3
46628,15589375,Nkemjika,512,Spain,Female,26.0,2,137930.59,2,1.0,1.0,158886.16,0,2
46633,15605737,Hs?,684,Spain,Female,32.0,0,0.0,2,1.0,0.0,95985.64,0,3
46635,15617065,Pan,690,Spain,Male,42.0,4,194532.66,1,1.0,1.0,171045.35,0,4
46643,15690695,Hs?,705,Spain,Female,45.0,3,0.0,2,1.0,0.0,100950.66,0,4
46659,15738148,Chinweuba,691,Spain,Male,21.0,1,178095.79,1,1.0,1.0,141595.85,0,2
46664,15598046,Ts'ao,542,Spain,Female,41.0,8,0.0,2,0.0,1.0,64532.8,0,4
46665,15733476,Chukwujamuike,746,Spain,Female,25.0,5,145731.83,2,1.0,1.0,3560.0,0,2
46672,15622993,Chu,676,Spain,Female,28.0,4,109958.15,1,1.0,0.0,136592.24,1,2
46674,15625584,Maclean,663,Spain,Male,40.0,2,0.0,2,1.0,1.0,184976.67,0,4
46685,15673908,Zikoranachidimma,749,Spain,Male,30.0,2,0.0,1,1.0,0.0,180962.32,0,3
46686,15777896,Chukwudi,850,Spain,Female,33.0,6,83415.04,2,0.0,1.0,74917.64,0,3
46695,15663625,Johnson,501,Spain,Male,37.0,8,0.0,2,0.0,0.0,12470.3,0,3
46697,15776743,Ejimofor,662,Spain,Female,40.0,4,102767.97,1,1.0,0.0,105525.65,1,4
46699,15773723,O'Donnell,703,Spain,Male,38.0,7,0.0,2,1.0,0.0,108841.15,0,3
46701,15588456,Kosisochukwu,727,Spain,Male,34.0,3,116662.96,2,1.0,1.0,23864.21,0,3
46703,15576680,Hsu,686,Spain,Female,31.0,3,127570.93,1,1.0,0.0,132468.76,0,3
46704,15656062,Nwankwo,717,Spain,Female,28.0,5,0.0,2,1.0,1.0,117033.82,0,2
46710,15806403,Young,650,Spain,Male,35.0,8,0.0,2,0.0,1.0,17974.08,0,3
46715,15790829,Chukwualuka,817,Spain,Female,41.0,5,0.0,2,1.0,0.0,88958.49,0,4
46718,15686137,Barry,735,Spain,Female,33.0,4,143006.7,1,1.0,0.0,824.0,0,3
46721,15736371,Yermakova,594,Spain,Male,28.0,1,0.0,1,1.0,1.0,114565.25,0,2
46723,15707559,Obialo,656,Spain,Male,33.0,4,0.0,2,1.0,0.0,60907.49,0,3
46729,15811588,Eluemuno,707,Spain,Female,33.0,7,187602.18,1,0.0,1.0,186392.99,0,3
46733,15682778,Onio,709,Spain,Male,37.0,5,0.0,2,0.0,0.0,175743.92,0,3
46735,15643942,Teng,675,Spain,Female,34.0,10,110219.41,1,0.0,1.0,172728.9,0,3
46736,15761720,Nwankwo,684,Spain,Female,36.0,10,0.0,2,1.0,1.0,172049.84,0,3
46738,15783528,Mistry,529,Spain,Male,38.0,0,81589.04,1,1.0,1.0,176943.53,0,3
46741,15574071,Milanesi,707,Spain,Female,32.0,3,0.0,2,0.0,0.0,125082.02,0,3
46749,15771873,Palermo,769,Spain,Female,29.0,5,121215.43,1,0.0,1.0,112465.19,0,2
46768,15642710,Yermakova,686,Spain,Male,37.0,6,0.0,2,1.0,1.0,115509.59,0,3
46773,15737524,Ponomarev,642,Spain,Male,34.0,2,0.0,2,0.0,0.0,169826.02,0,3
46774,15795895,Mazzanti,724,Spain,Male,34.0,9,112465.19,1,1.0,1.0,151383.71,0,3
46778,15602034,Kao,806,Spain,Female,32.0,8,0.0,2,1.0,0.0,148087.89,0,3
46779,15642137,Fang,568,Spain,Female,33.0,5,0.0,2,0.0,0.0,102763.69,0,3
46787,15707025,Bock,775,Spain,Female,47.0,10,0.0,2,1.0,0.0,74588.41,0,4
46789,15668081,Su,838,Spain,Male,33.0,0,0.0,2,1.0,0.0,182913.95,0,3
46794,15609537,Ch'in,521,Spain,Male,46.0,3,0.0,1,1.0,0.0,16081.71,1,4
46796,15595557,Nucci,748,Spain,Female,44.0,1,0.0,2,1.0,0.0,153381.85,0,4
46803,15622403,Chiang,711,Spain,Female,29.0,8,99610.89,1,1.0,0.0,19842.11,0,2
46806,15716000,Hsia,604,Spain,Male,33.0,9,0.0,2,1.0,1.0,64038.34,0,3
46815,15756871,Capon,512,Spain,Male,39.0,3,0.0,1,0.0,1.0,134878.19,0,3
46816,15809991,Ferrari,752,Spain,Male,37.0,4,130274.22,1,1.0,1.0,133535.29,0,3
46822,15733229,Pirozzi,608,Spain,Male,31.0,7,161546.68,2,0.0,0.0,121765.0,0,3
46824,15608845,Nkemakolam,697,Spain,Female,36.0,9,0.0,2,1.0,1.0,118038.96,0,3
46829,15616833,Ch'in,748,Spain,Female,40.0,5,91621.69,1,1.0,1.0,134638.97,0,4
46833,15672437,Chukwuemeka,790,Spain,Male,39.0,5,0.0,2,1.0,0.0,167916.35,0,3
46834,15662021,Lucciano,683,Spain,Female,42.0,2,0.0,2,0.0,0.0,199992.48,0,4
46835,15807312,Hs?,635,Spain,Female,33.0,5,0.0,2,1.0,0.0,64038.34,0,3
46836,15580988,Odell,842,Spain,Female,29.0,2,0.0,2,1.0,1.0,123437.05,0,2
46860,15593877,Hsiung,594,Spain,Female,40.0,5,0.0,1,1.0,0.0,160976.75,1,4
46868,15603436,Mancini,757,Spain,Female,41.0,7,0.0,2,1.0,0.0,155799.86,0,4
46882,15794278,Onyeorulu,587,Spain,Female,33.0,1,0.0,2,1.0,1.0,117431.1,0,3
46889,15659236,Nwachinemelu,706,Spain,Female,39.0,8,0.0,2,1.0,1.0,36122.96,0,3
46892,15613444,Zetticci,850,Spain,Female,35.0,5,0.0,2,0.0,1.0,181204.86,0,3
46894,15590011,McGregor,635,Spain,Male,24.0,4,152657.65,2,1.0,0.0,181890.66,1,2
46898,15724892,Lo Duca,651,Spain,Female,43.0,5,0.0,2,0.0,0.0,85411.01,0,4
46908,15723604,Cattaneo,679,Spain,Male,36.0,5,132623.57,1,1.0,1.0,91957.57,0,3
46922,15641835,Hsiung,678,Spain,Male,44.0,8,0.0,1,1.0,1.0,150684.93,0,4
46923,15583691,Hsia,806,Spain,Female,32.0,7,0.0,2,1.0,1.0,94722.72,0,3
46927,15651389,Kay,561,Spain,Male,47.0,8,143656.55,1,0.0,0.0,180932.46,1,4
46928,15798521,Mazzi,685,Spain,Female,35.0,9,0.0,1,1.0,0.0,19458.75,1,3
46931,15593900,Niu,573,Spain,Female,56.0,9,115518.46,3,1.0,0.0,142343.38,1,5
46932,15778481,Trevisani,692,Spain,Male,38.0,1,0.0,2,1.0,0.0,92621.9,0,3
46935,15646563,Lai,624,Spain,Female,35.0,6,86006.3,2,1.0,0.0,187900.12,0,3
46943,15650026,Fiorentini,683,Spain,Female,32.0,5,0.0,1,1.0,1.0,163558.42,0,3
46952,15749472,Lucciano,702,Spain,Male,36.0,8,0.0,1,1.0,0.0,130376.68,0,3
46956,15772573,Todd,589,Spain,Male,58.0,8,0.0,1,0.0,1.0,176728.28,0,5
46963,15797165,Hsueh,716,Spain,Female,37.0,5,0.0,2,0.0,1.0,8559.66,0,3
46965,15790247,Sims,606,Spain,Male,40.0,1,0.0,2,1.0,1.0,11959.03,0,4
46977,15593622,Uchenna,581,Spain,Male,29.0,6,0.0,2,1.0,0.0,94810.84,0,2
46979,15626452,Uchechukwu,598,Spain,Male,31.0,1,0.0,2,1.0,1.0,77866.95,0,3
46986,15810878,Baker,537,Spain,Female,40.0,2,141786.78,1,1.0,1.0,147797.54,1,4
46989,15710147,Chukwujamuike,637,Spain,Female,49.0,3,0.0,2,1.0,0.0,1801.77,1,4
46991,15770405,Dickson,676,Spain,Male,33.0,6,148045.97,1,0.0,0.0,178994.94,0,3
46993,15625141,Tien,717,Spain,Female,31.0,8,0.0,2,0.0,0.0,117031.2,0,3
46997,15690670,McIntosh,618,Spain,Male,40.0,7,24043.45,1,1.0,0.0,169763.89,1,4
47003,15637648,Scott,635,Spain,Male,69.0,4,0.0,2,1.0,1.0,91364.11,0,6
47004,15640855,P'an,721,Spain,Female,51.0,8,0.0,2,0.0,1.0,137985.69,0,5
47005,15798422,Ch'ang,520,Spain,Female,42.0,4,0.0,2,1.0,1.0,152419.19,0,4
47010,15610454,Moore,662,Spain,Male,27.0,8,103421.32,1,1.0,1.0,40333.94,0,2
47011,15736078,Foveaux,738,Spain,Female,47.0,4,95252.79,1,1.0,1.0,171928.04,0,4
47012,15797750,Nwabugwu,569,Spain,Male,28.0,9,0.0,2,1.0,1.0,140197.78,0,2
47015,15808905,Yefremova,521,Spain,Female,30.0,7,0.0,1,1.0,0.0,92816.86,0,3
47026,15677512,McEncroe,628,Spain,Female,35.0,3,0.0,1,1.0,0.0,85426.28,0,3
47027,15579914,Ts'ui,584,Spain,Female,44.0,9,0.0,1,1.0,0.0,129964.8,1,4
47029,15665879,Aikenhead,679,Spain,Female,36.0,1,0.0,2,0.0,0.0,137783.65,0,3
47033,15583681,Lo Duca,711,Spain,Female,36.0,6,0.0,2,1.0,0.0,81887.04,0,3
47048,15572390,K?,678,Spain,Male,31.0,1,0.0,1,1.0,1.0,161221.09,0,3
47051,15792646,Shih,611,Spain,Male,22.0,8,137852.96,1,0.0,1.0,166830.71,0,2
47052,15675252,Nwankwo,537,Spain,Female,39.0,2,0.0,2,0.0,1.0,37674.47,0,3
47054,15653315,Martin,693,Spain,Male,35.0,2,0.0,2,1.0,1.0,156911.2,0,3
47056,15625524,Liao,697,Spain,Female,57.0,9,0.0,2,1.0,1.0,100722.81,0,5
47057,15578980,Piazza,516,Spain,Female,29.0,3,0.0,2,1.0,1.0,58685.59,0,2
47059,15662497,Gilleland,678,Spain,Male,38.0,1,0.0,2,1.0,1.0,94790.11,0,3
47061,15678910,Udegbulam,663,Spain,Female,39.0,2,0.0,2,1.0,1.0,172934.95,0,3
47064,15642816,Martin,744,Spain,Female,48.0,1,0.0,1,1.0,0.0,52795.15,1,4
47072,15703909,Liao,545,Spain,Female,30.0,7,102800.65,1,1.0,1.0,160529.71,0,3
47079,15626787,Horsley,790,Spain,Female,29.0,2,0.0,2,1.0,1.0,103557.65,0,2
47082,15643487,Onwuatuegwu,699,Spain,Male,40.0,0,154962.99,1,1.0,0.0,61513.87,0,4
47093,15690079,Chiganu,574,Spain,Male,34.0,5,0.0,2,1.0,0.0,28269.86,0,3
47099,15595874,Gorbunova,659,Spain,Male,36.0,4,0.0,2,1.0,0.0,176692.87,0,3
47101,15625676,Chidiebere,701,Spain,Female,40.0,2,129824.4,1,1.0,0.0,51358.37,0,4
47109,15610165,Smith,716,Spain,Male,34.0,4,174060.46,1,1.0,0.0,120890.02,0,3
47110,15748752,Ch'in,682,Spain,Female,38.0,3,102772.67,1,0.0,1.0,70705.58,0,3
47115,15652789,Ts'ui,651,Spain,Male,45.0,6,0.0,2,1.0,0.0,180712.28,0,4
47118,15748597,Chidiebele,850,Spain,Female,44.0,8,0.0,1,1.0,0.0,27366.43,1,4
47125,15587573,Demidov,719,Spain,Female,43.0,7,0.0,1,1.0,0.0,122449.18,1,4
47134,15791053,Lucciano,709,Spain,Male,45.0,4,0.0,3,0.0,1.0,127569.8,1,4
47137,15691387,Hsia,562,Spain,Female,37.0,1,113674.05,1,1.0,1.0,176943.53,0,3
47138,15710034,T'ao,648,Spain,Female,43.0,1,0.0,2,0.0,1.0,101382.86,0,4
47139,15686983,L?,538,Spain,Female,32.0,8,125918.1,1,1.0,0.0,152210.81,0,3
47143,15803526,P'eng,554,Spain,Male,29.0,3,0.0,2,0.0,1.0,114514.64,0,2
47145,15691723,Udegbunam,721,Spain,Male,34.0,3,0.0,2,1.0,0.0,141763.26,0,3
47149,15658982,Lo,720,Spain,Male,39.0,5,0.0,2,0.0,1.0,72846.58,0,3
47156,15596096,Okeke,729,Spain,Male,41.0,3,0.0,2,0.0,0.0,142363.69,0,4
47157,15678497,Lederer,850,Spain,Male,28.0,2,0.0,1,1.0,0.0,169425.3,0,2
47161,15713483,Zikoranachidimma,619,Spain,Male,36.0,3,0.0,2,0.0,1.0,82929.83,0,3
47163,15686670,Uspensky,516,Spain,Female,30.0,7,0.0,1,0.0,0.0,86424.38,0,3
47168,15762745,Macvitie,648,Spain,Female,32.0,8,0.0,1,1.0,0.0,133653.38,0,3
47173,15702561,Monds,613,Spain,Male,36.0,5,0.0,2,1.0,0.0,126263.82,0,3
47186,15760244,P'an,583,Spain,Female,37.0,8,0.0,2,1.0,1.0,141210.5,0,3
47187,15779904,H?,681,Spain,Male,27.0,5,0.0,2,1.0,0.0,152733.89,0,2
47189,15593394,Hs?,556,Spain,Male,29.0,8,0.0,2,1.0,1.0,90862.93,0,2
47198,15615207,Yeh,555,Spain,Male,47.0,1,0.0,1,1.0,0.0,5557.88,0,4
47200,15752300,K?,559,Spain,Female,26.0,2,127864.62,1,1.0,1.0,83419.29,0,2
47202,15756824,Feng,643,Spain,Male,32.0,2,0.0,2,1.0,1.0,143538.51,0,3
47204,15607968,Okwudilichukwu,681,Spain,Female,34.0,4,83061.63,1,1.0,1.0,133051.19,0,3
47205,15717893,Ijendu,731,Spain,Female,26.0,3,124443.88,1,1.0,1.0,56410.61,0,2
47207,15697318,Li Fonti,615,Spain,Male,36.0,3,0.0,2,1.0,0.0,3183.15,0,3
47208,15633352,Okwukwe,628,Spain,Female,31.0,6,175443.75,1,1.0,0.0,113167.17,1,3
47213,15644977,Crump,477,Spain,Female,33.0,5,137388.01,2,1.0,0.0,165000.68,0,3
47218,15781272,Y?an,654,Spain,Female,39.0,5,97378.54,1,1.0,1.0,71405.17,0,3
47219,15692916,Ting,598,Spain,Male,21.0,5,119556.98,2,1.0,0.0,88822.38,0,2
47220,15602551,Johnson,668,Spain,Male,39.0,9,0.0,2,1.0,0.0,68873.8,0,3
47222,15593470,Tsai,636,Spain,Male,35.0,5,0.0,1,1.0,0.0,180595.02,0,3
47226,15637110,McCulloch,850,Spain,Female,35.0,5,0.0,2,1.0,0.0,82634.41,0,3
47232,15808846,Chukwujekwu,632,Spain,Female,62.0,5,0.0,2,0.0,1.0,118860.92,0,6
47233,15649430,Cooper,580,Spain,Female,35.0,8,0.0,2,1.0,1.0,10357.03,0,3
47234,15739972,Milanesi,563,Spain,Male,29.0,5,0.0,2,1.0,0.0,135855.01,0,2
47236,15592222,Calabresi,682,Spain,Female,57.0,1,0.0,2,1.0,1.0,185855.71,0,5
